,names,mass,distance,discovery_year,stellar_magnitude
465,HD 102117 b,0.17 Jupiters,129,2005,7.47
466,HD 102195 b,0.41 Jupiters,96,2006,8.07
467,HD 102272 b,4.94 Jupiters,1132,2008,8.69
468,HD 102329 b,8.16 Jupiters,708,2011,7.88
469,HD 102329 c,1.52 Jupiters,708,2018,7.88
470,HD 102365 b,16 Earths,30,2010,4.89
471,HD 102843 b,0.35837 Jupiters,205,2019,9.26
472,HD 102956 b,0.96 Jupiters,398,2010,7.86
473,HD 103197 b,28.6047 Earths,186,2009,9.4
474,HD 103720 b,0.62 Jupiters,149,2014,9.5
475,HD 103774 b,0.367 Jupiters,184,2013,7.13463
476,HD 103891 b,1.44 Jupiters,181,2022,6.59451
477,HD 103949 b,11.2 Earths,86,2019,8.7
478,HD 104067 b,0.16 Jupiters,66,2009,7.92
479,HD 10442 b,1.487 Jupiters,442,2014,7.828
480,HD 104985 b,8.3 Jupiters,328,2003,5.79389
481,HD 105779 b,0.64 Jupiters,180,2022,8.65
482,HD 106252 b,6.93 Jupiters,125,2002,7.41
483,HD 106270 b,10.13 Jupiters,306,2011,7.58
484,HD 106315 b,12.6 Earths,357,2017,8.951
485,HD 106315 c,15.2 Earths,357,2017,8.951
486,HD 10647 b,0.94 Jupiters,57,2006,5.52
487,HD 106515 A b,9.61 Jupiters,111,2012,7.971
488,HD 106906 b,11 Jupiters,336,2013,7.8
489,HD 10697 b,6.383 Jupiters,108,1999,6.28262
490,HD 107148 b,0.21 Jupiters,161,2005,8.01
491,HD 107148 c,19.89606 Earths,161,2021,8.01
492,HD 108147 b,0.261 Jupiters,127,2002,6.99
493,HD 108236 b,3.24 Earths,211,2020,9.25
494,HD 108236 c,4.94 Earths,211,2020,9.25
495,HD 108236 d,6.98 Earths,211,2020,9.25
496,HD 108236 e,9.71 Earths,211,2020,9.25
497,HD 108236 f,4.72 Earths,211,2021,9.25
498,HD 108341 b,3.5 Jupiters,160,2014,9.38
499,HD 108863 b,2.414 Jupiters,537,2011,7.71
500,HD 108874 b,1.42 Jupiters,194,2002,8.76
501,HD 108874 c,0.99 Jupiters,194,2005,8.76
502,HD 109246 b,0.86 Jupiters,221,2010,8.751
503,HD 109271 b,17.162 Earths,182,2013,8.04
504,HD 109271 c,24.154 Earths,182,2013,8.04
505,HD 109286 b,2.99 Jupiters,181,2021,8.78
506,HD 109749 b,0.27 Jupiters,206,2005,8.08
507,HD 10975 b,0.45 Jupiters,380,2021,5.94188
508,HD 110014 b,11.09 Jupiters,329,2009,4.64597
509,HD 110082 b,10.3 Earths,343,2021,9.23
510,HD 110113 b,4.55 Earths,347,2021,10.09
511,HD 110113 c,10.5 Earths,347,2021,10.09
512,HD 111232 b,7.14 Jupiters,94,2003,7.59
513,HD 111591 b,4.4 Jupiters,372,2017,6.417
514,HD 111998 b,4.51 Jupiters,108,2016,6.11006
515,HD 112640 b,5 Jupiters,1055,2020,6.53649
516,HD 113337 b,2.83 Jupiters,118,2013,6.02078
517,HD 113538 b,0.36 Jupiters,53,2010,9.05
518,HD 113538 c,0.93 Jupiters,53,2010,9.05
519,HD 113996 b,6.3 Jupiters,379,2017,4.77044
520,HD 114386 b,1.14 Jupiters,91,2003,8.73
521,HD 114613 b,0.357 Jupiters,66,2014,4.85
522,HD 114729 b,0.825 Jupiters,123,2002,6.68
523,HD 114762 b,10.69 Jupiters,131,1989,7.3
524,HD 114783 b,1.1 Jupiters,69,2001,7.56
525,HD 114783 c,0.611 Jupiters,69,2018,7.56
526,HD 11506 b,4.83 Jupiters,167,2007,7.51
527,HD 11506 c,0.408 Jupiters,167,2008,7.51
528,HD 115954 b,8.29 Jupiters,286,2021,8.34
529,HD 116029 b,1.4 Jupiters,402,2011,7.88
530,HD 116029 c,1.27 Jupiters,402,2018,7.88
531,HD 117207 b,1.926 Jupiters,106,2004,7.26
532,HD 11755 b,5.63 Jupiters,767,2015,6.88269
533,HD 117618 b,0.174 Jupiters,123,2004,7.17
534,HD 118203 b,2.79 Jupiters,301,2005,8.05
535,HD 11964 b,0.622 Jupiters,109,2005,6.41525
536,HD 11964 c,25 Earths,109,2008,6.41525
537,HD 11977 b,6.54 Jupiters,222,2005,4.68
538,HD 120084 b,4.5 Jupiters,336,2013,5.90686
539,HD 121504 b,1.51 Jupiters,136,2003,7.54
540,HD 124330 b,0.75 Jupiters,196,2021,7.88
541,HD 12484 b,2.98 Jupiters,158,2016,8.18
542,HD 125390 b,22.16 Jupiters,501,2019,8.21
543,HD 125595 b,6.3566 Earths,92,2009,9.03
544,HD 125612 b,3.1 Jupiters,188,2007,8.31
545,HD 125612 c,17.48065 Earths,188,2009,8.31
546,HD 125612 d,7.28 Jupiters,188,2009,8.31
547,HD 12648 b,1.96 Jupiters,594,2015,6.98656
548,HD 126525 b,0.237 Jupiters,123,2018,7.85
549,HD 126614 b,0.41 Jupiters,238,2009,8.81
550,HD 12661 b,2.43 Jupiters,123,2000,7.43
551,HD 12661 c,1.812 Jupiters,123,2002,7.43
552,HD 128311 b,1.769 Jupiters,53,2002,7.48
553,HD 128311 c,3.789 Jupiters,53,2005,7.48
554,HD 128356 b,0.89 Jupiters,85,2016,8.2411
555,HD 129445 b,1.6 Jupiters,220,2009,8.8
556,HD 130322 b,1.15 Jupiters,104,1999,8.04
557,HD 131496 b,1.8 Jupiters,430,2011,7.8
558,HD 131664 b,19.12 Jupiters,172,2008,8.13
559,HD 13167 b,3.31 Jupiters,486,2018,8.34
560,HD 13189 b,10.95 Jupiters,1624,2005,7.57
561,HD 132406 b,5.38 Jupiters,231,2007,8.45
562,HD 132563 b,1.49 Jupiters,343,2011,8.928001
563,HD 133131 A b,1.42 Jupiters,168,2016,7.66
564,HD 133131 A c,0.42 Jupiters,168,2016,7.66
565,HD 133131 B b,2.5 Jupiters,167,2016,8.413
566,HD 134060 b,10.1 Earths,78,2019,6.29
567,HD 134060 c,29.29 Earths,78,2019,6.29
568,HD 134987 b,1.61 Jupiters,85,1999,6.47
569,HD 134987 c,0.82 Jupiters,85,2009,6.47
570,HD 136352 b,4.72 Earths,48,2019,5.65
571,HD 136352 c,11.24 Earths,48,2019,5.65
572,HD 136352 d,8.82 Earths,48,2019,5.65
573,HD 136418 b,2.14 Jupiters,343,2009,7.849
574,HD 136925 b,0.84 Jupiters,156,2021,7.91433
575,HD 137388 b,0.2 Jupiters,132,2011,8.71
576,HD 137496 b,4.04 Earths,507,2021,9.899
577,HD 137496 c,7.66 Jupiters,507,2021,9.899
578,HD 13808 b,11.2 Earths,92,2021,8.36
579,HD 13808 c,9.96 Earths,92,2021,8.36
580,HD 13908 b,0.865 Jupiters,259,2013,7.52
581,HD 13908 c,5.13 Jupiters,259,2013,7.52
582,HD 13931 b,2.2 Jupiters,155,2009,7.61
583,HD 139357 b,9.76 Jupiters,366,2008,5.97272
584,HD 1397 b,0.415 Jupiters,260,2018,7.79
585,HD 14067 b,7.8 Jupiters,463,2014,6.53329
586,HD 141004 b,13.63484 Earths,39,2021,4.4154
587,HD 141399 b,0.451 Jupiters,121,2014,7.20856
588,HD 141399 c,1.33 Jupiters,121,2014,7.20856
589,HD 141399 d,1.18 Jupiters,121,2014,7.20856
590,HD 141399 e,0.66 Jupiters,121,2014,7.20856
591,HD 141937 b,9.69 Jupiters,109,2002,7.25
592,HD 142022 A b,4.44 Jupiters,112,2005,7.7
593,HD 142245 b,3.07 Jupiters,317,2011,7.46
594,HD 142415 b,1.67 Jupiters,116,2003,7.33
595,HD 142 b,1.25 Jupiters,85,2001,5.7
596,HD 142 c,5.3 Jupiters,85,2012,5.7
597,HD 143105 b,1.21 Jupiters,153,2016,6.77005
598,HD 143361 b,3.532 Jupiters,223,2008,9.2
599,HD 145377 b,6.02 Jupiters,174,2008,9.236
600,HD 145457 b,2.23 Jupiters,441,2010,6.57226
601,HD 145675 c,5.8 Jupiters,58,2021,6.61935
602,HD 145934 b,2.28 Jupiters,743,2015,8.495
603,HD 1461 b,6.44 Earths,77,2010,6.47933
604,HD 1461 c,5.59 Earths,77,2015,6.47933
605,HD 147018 b,2.12 Jupiters,132,2009,8.3
606,HD 147018 c,6.56 Jupiters,132,2009,8.3
607,HD 147379 b,28.55 Earths,35,2017,8.61
608,HD 147513 b,1.21 Jupiters,42,2003,5.37
609,HD 147873 b,5.14 Jupiters,356,2016,7.96
610,HD 147873 c,2.3 Jupiters,356,2016,7.96
611,HD 14787 b,1.121 Jupiters,389,2018,7.63
612,HD 148156 b,0.85 Jupiters,186,2009,7.69
613,HD 148164 b,1.23 Jupiters,252,2018,8.23
614,HD 148164 c,5.16 Jupiters,252,2018,8.23
615,HD 148427 b,1.3 Jupiters,233,2009,6.90498
616,HD 149026 b,0.38 Jupiters,247,2005,8.15
617,HD 149143 b,1.33 Jupiters,239,2005,7.89
618,HD 1502 b,2.75 Jupiters,623,2011,8.36
619,HD 150706 b,2.71 Jupiters,92,2012,7.03
620,HD 152079 b,2.661 Jupiters,287,2009,9.18
621,HD 152581 b,1.869 Jupiters,541,2011,8.38
622,HD 152843 b,11.56 Earths,352,2021,8.855
623,HD 152843 c,27.5 Earths,352,2021,8.855
624,HD 15337 b,7.51 Earths,146,2019,9.1
625,HD 15337 c,8.11 Earths,146,2019,9.1
626,HD 153950 b,2.95 Jupiters,158,2008,7.39
627,HD 154088 b,6.6 Earths,60,2021,6.59
628,HD 154345 b,0.82 Jupiters,60,2006,6.76
629,HD 154672 b,5.37 Jupiters,206,2008,8.21
630,HD 154857 b,2.45 Jupiters,207,2004,7.24
631,HD 154857 c,2.58 Jupiters,207,2014,7.24
632,HD 155193 b,0.75 Jupiters,189,2021,7.0092
633,HD 155233 b,2.6 Jupiters,242,2015,6.81
634,HD 155358 b,0.99 Jupiters,142,2007,7.28
635,HD 155358 c,0.82 Jupiters,142,2007,7.28
636,HD 156279 b,9.88 Jupiters,118,2011,8.07
637,HD 156279 c,8.6 Jupiters,118,2018,8.07
638,HD 156411 b,0.74 Jupiters,185,2009,6.67
639,HD 156668 b,4.15 Earths,79,2010,8.43
640,HD 156668 c,31.4968 Earths,79,2021,8.43
641,HD 156846 b,10.67 Jupiters,156,2007,6.5
642,HD 158038 b,1.53 Jupiters,309,2011,7.47
643,HD 158259 b,2.22 Earths,88,2020,6.47915
644,HD 158259 c,5.6 Earths,88,2020,6.47915
645,HD 158259 d,5.41 Earths,88,2020,6.47915
646,HD 158259 e,6.08 Earths,88,2020,6.47915
647,HD 158259 f,6.14 Earths,88,2020,6.47915
648,HD 158996 b,14 Jupiters,925,2018,5.72291
649,HD 159243 b,1.13 Jupiters,239,2013,8.65
650,HD 159243 c,1.9 Jupiters,239,2013,8.65
651,HD 159868 b,2.218 Jupiters,182,2006,7.24
652,HD 159868 c,0.768 Jupiters,182,2012,7.24
653,HD 1605 b,0.934 Jupiters,290,2015,7.52
654,HD 1605 c,3.62 Jupiters,290,2015,7.52
655,HD 160691 b,1.676 Jupiters,51,2000,5.12
656,HD 160691 c,1.814 Jupiters,51,2004,5.12
657,HD 160691 d,10.5547 Earths,51,2004,5.12
658,HD 160691 e,0.5219 Jupiters,51,2006,5.12
659,HD 161178 b,0.57 Jupiters,350,2021,5.88375
660,HD 16141 b,0.26 Jupiters,123,2000,6.834
661,HD 16175 b,5.1 Jupiters,195,2009,7.297
662,HD 162020 b,9.84 Jupiters,101,2002,9.1
663,HD 163607 b,0.7836 Jupiters,221,2010,8
664,HD 163607 c,2.201 Jupiters,221,2010,8
665,HD 16417 b,22.1 Earths,83,2008,5.78
666,HD 164509 b,0.443 Jupiters,173,2010,8.1
667,HD 164595 b,16.14 Earths,92,2015,7.08597
668,HD 164604 b,1.99792 Jupiters,128,2009,9.62
669,HD 164922 b,0.36497 Jupiters,72,2005,7.01227
670,HD 164922 c,13 Earths,72,2016,7.01227
671,HD 164922 d,4 Earths,72,2020,7.01227
672,HD 164922 e,10.52012 Earths,72,2021,7.01227
673,HD 165155 b,2.89 Jupiters,207,2016,9.36
674,HD 1666 b,6.43 Jupiters,385,2015,8.17
675,HD 166724 b,3.53 Jupiters,147,2012,9.33
676,HD 167042 b,1.7 Jupiters,162,2007,5.98796
677,HD 168009 b,9.53485 Earths,76,2021,6.295
678,HD 168443 b,7.659 Jupiters,129,1998,6.92122
679,HD 168443 c,17.193 Jupiters,129,2000,6.92122
680,HD 168746 b,0.27 Jupiters,136,2002,7.95
681,HD 1690 b,8.79 Jupiters,2455,2010,9.19
682,HD 169830 b,2.88 Jupiters,123,2000,5.9
683,HD 169830 c,4.04 Jupiters,123,2003,5.9
684,HD 170469 b,0.66 Jupiters,196,2007,8.21
685,HD 17092 b,10.13 Jupiters,745,2007,7.732
686,HD 171028 b,2.62 Jupiters,364,2007,8.292
687,HD 171238 b,2.72 Jupiters,146,2009,8.61
688,HD 17156 b,3.51 Jupiters,255,2007,8.17
689,HD 173416 b,2.7 Jupiters,431,2008,6.04188
690,HD 175167 b,8.97 Jupiters,232,2009,8.01
691,HD 175541 b,0.598 Jupiters,423,2007,8.020001
692,HD 175607 b,8.98 Earths,132,2015,8.6
693,HD 17674 b,0.87 Jupiters,145,2017,7.535
694,HD 176986 b,5.74 Earths,91,2017,8.42
695,HD 176986 c,9.18 Earths,91,2017,8.42
696,HD 177565 b,15.1 Earths,55,2017,6.15
697,HD 177830 b,1.69 Jupiters,205,1999,7.18
698,HD 177830 c,0.15 Jupiters,205,2010,7.18
699,HD 178911 B b,8.03 Jupiters,134,2001,7.97
700,HD 179079 b,25.74423 Earths,227,2008,7.95
701,HD 179949 b,0.916 Jupiters,90,2000,6.25
702,HD 180053 b,2.194 Jupiters,447,2018,7.93
703,HD 18015 b,3.18 Jupiters,404,2018,7.89
704,HD 180314 b,20.13 Jupiters,399,2010,6.61519
705,HD 180617 b,12.214 Earths,19,2018,9.12
706,HD 180902 b,1.685 Jupiters,341,2009,7.78
707,HD 181234 b,8.37 Jupiters,156,2019,8.59
708,HD 181342 b,2.54 Jupiters,393,2009,7.55
709,HD 181433 b,6.3566 Earths,88,2008,8.4
710,HD 181433 c,0.64 Jupiters,88,2008,8.4
711,HD 181433 d,0.54 Jupiters,88,2008,8.4
712,HD 181720 b,0.4 Jupiters,196,2009,7.84
713,HD 183263 b,3.95 Jupiters,177,2004,7.86
714,HD 183263 c,3.57 Jupiters,177,2008,7.86
715,HD 183579 b,19.7 Earths,187,2021,8.67
716,HD 185269 b,1.01 Jupiters,170,2006,6.67973
717,HD 187085 b,0.836 Jupiters,150,2006,7.22
718,HD 187123 b,0.523 Jupiters,150,1998,7.83
719,HD 187123 c,1.99 Jupiters,150,2008,7.83
720,HD 18742 b,3.4 Jupiters,531,2011,7.81
721,HD 188015 b,1.5 Jupiters,165,2004,8.24
722,HD 189567 b,8.5 Earths,58,2021,6.074
723,HD 189567 c,7 Earths,58,2021,6.074
724,HD 189733 b,1.13 Jupiters,64,2005,7.67
725,HD 190007 b,16.46 Earths,41,2020,7.46
726,HD 190360 b,1.54 Jupiters,52,2003,5.738
727,HD 190360 c,19.069 Earths,52,2005,5.738
728,HD 190647 b,1.985 Jupiters,178,2007,7.78
729,HD 190984 b,3.1 Jupiters,483,2009,8.76
730,HD 191806 b,8.52 Jupiters,214,2016,8.09
731,HD 191939 b,10.4 Earths,175,2020,8.97
732,HD 191939 c,7.2 Earths,175,2020,8.97
733,HD 191939 d,5.8 Earths,175,2020,8.97
734,HD 191939 e,0.33981 Jupiters,175,2022,8.97
735,HD 191939 f,6.49722 Jupiters,175,2022,8.97
736,HD 192263 b,0.56 Jupiters,64,1999,7.79
737,HD 192310 b,16.9 Earths,29,2011,5.73
738,HD 192310 c,24 Earths,29,2011,5.73
739,HD 192699 b,2.096 Jupiters,234,2007,6.45591
740,HD 195019 b,3.98 Jupiters,123,1998,6.87591
741,HD 196050 b,3.18 Jupiters,165,2002,7.5
742,HD 196067 b,6.9 Jupiters,130,2012,6.51
743,HD 196885 A b,2.58 Jupiters,111,2007,6.39677
744,HD 197037 b,0.79 Jupiters,108,2012,6.82294
745,HD 19994 b,1.37 Jupiters,73,2003,5.06345
746,HD 20003 b,11.66 Earths,136,2019,8.39
747,HD 20003 c,14.44 Earths,136,2019,8.39
748,HD 200964 b,1.599 Jupiters,237,2010,6.48605
749,HD 200964 c,1.214 Jupiters,237,2010,6.48605
750,HD 202206 c,17.9 Jupiters,150,2004,8.08
751,HD 202696 b,1.996 Jupiters,615,2019,8.23
752,HD 202696 c,1.864 Jupiters,615,2019,8.23
753,HD 202772 A b,1.017 Jupiters,527,2019,8.324
754,HD 203030 b,11 Jupiters,128,2006,8.45
755,HD 203473 b,7.8 Jupiters,237,2018,8.23
756,HD 2039 b,6.29 Jupiters,280,2002,9
757,HD 204313 b,3.46 Jupiters,156,2010,7.99
758,HD 204313 c,17.6 Earths,156,2015,7.99
759,HD 204941 b,0.23 Jupiters,94,2011,8.45
760,HD 205739 b,1.37 Jupiters,302,2008,8.56
761,HD 206255 b,34.2 Earths,245,2019,7.62
762,HD 206610 b,2.036 Jupiters,480,2009,8.34
763,HD 20781 b,1.93 Earths,117,2019,8.48
764,HD 20781 c,5.33 Earths,117,2019,8.48
765,HD 20781 d,10.61 Earths,117,2019,8.48
766,HD 20781 e,14.03 Earths,117,2019,8.48
767,HD 20782 b,1.4878 Jupiters,117,2006,7.36
768,HD 207832 b,0.56 Jupiters,192,2012,8.78
769,HD 207832 c,0.73 Jupiters,192,2012,8.78
770,HD 207897 b,14.4 Earths,92,2021,8.37
771,HD 20794 b,2.7 Earths,20,2011,4.26
772,HD 20794 c,2.4 Earths,20,2011,4.26
773,HD 20794 d,4.8 Earths,20,2011,4.26
774,HD 20794 e,4.77 Earths,20,2017,4.26
775,HD 208487 b,0.52 Jupiters,147,2004,7.47
776,HD 208527 b,9.9 Jupiters,1018,2012,6.38984
777,HD 20868 b,1.25 Jupiters,156,2008,9.92
778,HD 208897 b,1.4 Jupiters,220,2017,6.50821
779,HD 209458 b,0.73 Jupiters,158,1999,7.65
780,HD 210193 b,0.4817 Jupiters,138,2019,7.83
781,HD 210277 b,1.29 Jupiters,69,1998,6.54348
782,HD 210702 b,1.808 Jupiters,177,2007,5.93022
783,HD 211403 b,5.54 Jupiters,271,2021,8.48
784,HD 211810 b,0.67 Jupiters,211,2018,8.59
785,HD 211970 b,13 Earths,43,2019,10.24
786,HD 212301 b,0.51 Jupiters,177,2005,7.76
787,HD 212771 b,2.39 Jupiters,363,2009,7.6
788,HD 213240 b,5.58 Jupiters,133,2001,6.81
789,HD 213472 b,3.5 Jupiters,210,2021,8.17
790,HD 213885 b,8.83 Earths,157,2019,7.95
791,HD 213885 c,19.95 Earths,157,2019,7.95
792,HD 21411 b,0.20734 Jupiters,95,2019,7.88
793,HD 214823 b,20.3 Jupiters,331,2016,8.06
794,HD 215152 b,1.819 Earths,70,2018,8.11
795,HD 215152 c,1.72 Earths,70,2018,8.11
796,HD 215152 d,2.801 Earths,70,2018,8.11
797,HD 215152 e,2.877 Earths,70,2018,8.11
798,HD 215497 b,6.3566 Earths,132,2009,8.96
799,HD 215497 c,0.33 Jupiters,132,2009,8.96
800,HD 216435 b,1.26 Jupiters,108,2002,6.03
801,HD 216437 b,2.223 Jupiters,87,2002,6.04
802,HD 216520 b,10.26 Earths,64,2020,7.53
803,HD 216520 c,9.44 Earths,64,2020,7.53
804,HD 216536 b,1.05 Jupiters,1227,2015,9.229
805,HD 216770 b,0.57 Jupiters,120,2003,8.11
806,HD 21693 b,8.23 Earths,108,2019,7.95
807,HD 21693 c,17.37 Earths,108,2019,7.95
808,HD 217107 b,1.3 Jupiters,65,1998,6.155
809,HD 217107 c,2.6 Jupiters,65,2005,6.155
810,HD 21749 c,3.7 Earths,53,2019,8.08
811,HD 217786 b,13 Jupiters,181,2011,7.78
812,HD 217850 b,21.6 Jupiters,215,2018,8.520001
813,HD 218566 b,0.2 Jupiters,94,2010,8.6
814,HD 219077 b,10.39 Jupiters,95,2012,6.12
815,HD 219134 b,4.74 Earths,21,2015,5.56911
816,HD 219134 c,4.36 Earths,21,2015,5.56911
817,HD 219134 d,16.17 Earths,21,2015,5.56911
818,HD 219134 f,7.3 Earths,21,2015,5.56911
819,HD 219134 g,10.80622 Earths,21,2015,5.56911
820,HD 219134 h,0.34 Jupiters,21,2015,5.56911
821,HD 219139 b,0.78 Jupiters,342,2021,5.84863
822,HD 219415 b,1 Jupiter,539,2012,8.909
823,HD 219666 b,16.6 Earths,307,2018,9.809
824,HD 219828 b,20.97678 Earths,238,2007,8.04
825,HD 219828 c,14.6 Jupiters,238,2016,8.04
826,HD 220074 b,16.64 Jupiters,1059,2012,6.40607
827,HD 220197 b,0.2 Jupiters,210,2018,8.92
828,HD 220689 b,1.118 Jupiters,153,2012,7.74
829,HD 220773 b,1.45 Jupiters,165,2011,7.10831
830,HD 220842 b,3.18 Jupiters,211,2016,7.98
831,HD 221287 b,3.09 Jupiters,182,2007,7.82
832,HD 221416 b,0.19 Jupiters,312,2019,8.15
833,HD 221420 b,22.9 Jupiters,102,2019,5.82
834,HD 221585 b,1.61 Jupiters,182,2016,7.457
835,HD 222076 b,1.56 Jupiters,297,2016,7.47
836,HD 222155 b,2.12 Jupiters,165,2011,7.11716
837,HD 222582 b,8.37 Jupiters,138,1999,7.68
838,HD 224538 b,5.97 Jupiters,258,2016,8.06
839,HD 224693 b,0.7 Jupiters,305,2006,8.23
840,HD 22496 b,5.57 Earths,44,2021,8.57
841,HD 22532 b,2.12 Jupiters,526,2022,7.85
842,HD 22781 b,13.65 Jupiters,106,2011,8.78
843,HD 23079 b,2.61 Jupiters,109,2001,7.12
844,HD 23127 b,1.527 Jupiters,306,2006,8.58
845,HD 231701 b,1.13 Jupiters,355,2007,8.97
846,HD 233604 b,6.575 Jupiters,2763,2013,10.291
847,HD 233832 b,1.78 Jupiters,192,2018,10.15
848,HD 23472 b,17.92 Earths,127,2019,9.73
849,HD 23472 c,17.18 Earths,127,2019,9.73
850,HD 23596 b,9.03 Jupiters,170,2003,7.26122
851,HD 238090 b,6.89 Earths,50,2020,9.71
852,HD 238914 b,6 Jupiters,1694,2018,8.770001
853,HD 240210 b,5.21 Jupiters,1215,2009,8.270001
854,HD 240237 b,15.89 Jupiters,3045,2011,8.19
855,HD 24040 b,3.86 Jupiters,152,2006,7.515
856,HD 24040 c,0.201 Jupiters,152,2021,7.515
857,HD 24064 b,12.89 Jupiters,979,2015,6.74616
858,HD 24085 b,11.8 Earths,179,2019,7.57
859,HD 25015 b,4.48 Jupiters,122,2019,8.87
860,HD 25171 b,0.915 Jupiters,181,2010,7.77
861,HD 25723 b,2.5 Jupiters,375,2020,5.60075
862,HD 26161 b,13.5 Jupiters,133,2021,6.89333
863,HD 2638 b,0.42 Jupiters,179,2005,9.44
864,HD 2685 b,1.17 Jupiters,642,2019,9.595
865,HD 26965 b,8.47 Earths,16,2018,4.42018
866,HD 27442 b,1.56 Jupiters,60,2000,4.44
867,HD 27631 b,1.494 Jupiters,164,2012,8.26
868,HD 27894 b,0.665 Jupiters,143,2005,9.36
869,HD 27894 c,0.162 Jupiters,143,2017,9.36
870,HD 27894 d,5.415 Jupiters,143,2017,9.36
871,HD 27969 b,4.8 Jupiters,222,2021,7.66
872,HD 28109 b,18.496 Earths,455,2022,9.42
873,HD 28109 c,7.943 Earths,455,2022,9.42
874,HD 28109 d,5.681 Earths,455,2022,9.42
875,HD 28185 b,5.9 Jupiters,128,2001,7.8
876,HD 28254 b,1.16 Jupiters,180,2010,7.69
877,HD 285507 b,0.98 Jupiters,147,2013,10.49
878,HD 285968 b,8.4 Earths,31,2008,9.95
879,HD 28678 b,1.542 Jupiters,619,2011,8.38
880,HD 29021 b,2.4 Jupiters,101,2017,7.76
881,HD 290327 b,2.43 Jupiters,184,2009,8.99
882,HD 29399 b,1.57 Jupiters,144,2022,5.79
883,HD 2952 b,1.37 Jupiters,359,2013,5.9258
884,HD 30177 b,8.622 Jupiters,181,2002,8.41
885,HD 30177 c,7.6 Jupiters,181,2016,8.41
886,HD 30562 b,1.22 Jupiters,85,2009,5.77466
887,HD 30669 b,0.47 Jupiters,189,2014,9.12
888,HD 30856 b,1.547 Jupiters,428,2011,7.91
889,HD 31253 b,0.62 Jupiters,190,2010,7.13266
890,HD 31527 b,10.47 Earths,125,2019,7.49
891,HD 31527 c,14.16 Earths,125,2019,7.49
892,HD 31527 d,11.82 Earths,125,2019,7.49
893,HD 3167 b,5.02 Earths,154,2016,8.97
894,HD 3167 c,9.8 Earths,154,2016,8.97
895,HD 3167 d,6.9 Earths,154,2017,8.97
896,HD 32518 b,3.04 Jupiters,398,2009,6.43005
897,HD 32963 b,0.7 Jupiters,124,2015,7.6
898,HD 330075 b,0.48 Jupiters,148,2004,9.36
899,HD 331093 b,1.5 Jupiters,164,2021,8.38
900,HD 33142 b,1.385 Jupiters,396,2011,7.96
901,HD 33142 c,5.97 Jupiters,396,2018,7.96
902,HD 332231 b,0.244 Jupiters,263,2020,8.558
903,HD 33283 b,0.329 Jupiters,293,2006,8.05
904,HD 33564 b,9.1 Jupiters,68,2005,5.10111
905,HD 33844 b,2.01 Jupiters,345,2015,7.29
906,HD 33844 c,1.75 Jupiters,345,2015,7.29
907,HD 34445 b,0.82 Jupiters,150,2009,7.31
908,HD 34445 c,0.168 Jupiters,150,2017,7.31
909,HD 34445 d,30.7 Earths,150,2017,7.31
910,HD 34445 e,16.8 Earths,150,2017,7.31
911,HD 34445 f,37.9 Earths,150,2017,7.31
912,HD 34445 g,0.38 Jupiters,150,2017,7.31
913,HD 35759 b,3.76 Jupiters,232,2016,7.74
914,HD 360 b,0.75 Jupiters,364,2021,5.986
915,HD 3651 b,0.228 Jupiters,36,2003,5.88437
916,HD 37124 b,0.675 Jupiters,103,2002,7.68
917,HD 37124 c,0.652 Jupiters,103,2002,7.68
918,HD 37124 d,0.696 Jupiters,103,2005,7.68
919,HD 37605 b,2.69 Jupiters,153,2004,8.67
920,HD 37605 c,3.19 Jupiters,153,2012,8.67
921,HD 3765 b,0.173 Jupiters,58,2021,7.36
922,HD 38283 b,0.4 Jupiters,124,2010,6.69
923,HD 38529 b,0.797 Jupiters,138,2000,5.92848
924,HD 38529 c,12.99 Jupiters,138,2000,5.92848
925,HD 38801 b,9.698 Jupiters,298,2009,8.26
926,HD 39091 b,12.9 Jupiters,60,2001,5.65
927,HD 39194 b,4 Earths,86,2021,8.09
928,HD 39194 c,6.3 Earths,86,2021,8.09
929,HD 39194 d,4 Earths,86,2021,8.09
930,HD 39855 b,8.5 Earths,76,2019,7.51
931,HD 40307 b,4 Earths,42,2009,7.17
932,HD 40307 c,6.6 Earths,42,2009,7.17
933,HD 40307 d,9.5 Earths,42,2009,7.17
934,HD 40307 f,5.2 Earths,42,2013,7.17
935,HD 40307 g,7.1 Earths,42,2013,7.17
936,HD 40956 b,2.7 Jupiters,380,2017,6.42794
937,HD 40979 b,4.67 Jupiters,111,2002,6.75512
938,HD 41004 A b,2.54 Jupiters,120,2004,8.65
939,HD 41004 B b,18.37 Jupiters,136,2003,8.6078
940,HD 4113 b,1.56 Jupiters,137,2007,7.88
941,HD 42012 b,1.6 Jupiters,120,2017,8.44
942,HD 4203 b,2.23 Jupiters,265,2001,8.7
943,HD 4203 c,2.17 Jupiters,265,2014,8.7
944,HD 4208 b,0.81 Jupiters,112,2001,7.783
945,HD 42618 b,14.4 Earths,79,2016,6.87
946,HD 4308 b,15.8915 Earths,72,2005,6.55
947,HD 4313 b,1.927 Jupiters,445,2009,7.83
948,HD 43197 b,0.6 Jupiters,204,2010,8.98
949,HD 43691 b,2.55 Jupiters,279,2007,8.03
950,HD 44219 b,0.58 Jupiters,173,2010,7.69
951,HD 45184 b,12.19 Earths,72,2019,6.383
